rightwing,gender,age,extraverted,critical,dependable,anxious,open,reserved,sympathetic,disorganized,calm,conventional
41,male,24,2,5,6,6,7,6,5,5,3,6
65,male,80,2,1,3,4,5,3,5,5,4,3
43,male,41,5,5,3,6,7,5,3,2,3,1
37,female,57,6,2,6,2,7,2,6,4,6,2
33,male,21,3,7,7,7,7,6,5,5,5,3
137,male,45,4,1,2,6,5,5,3,5,3,6
58,female,48,2,1,7,3,6,6,6,2,6,2
146,male,16,5,4,7,1,7,5,1,1,7,5
44,male,45,3,5,6,2,4,6,5,3,6,2
119,female,62,6,5,6,2,3,4,6,5,5,5
36,female,18,5,3,2,6,7,5,6,3,6,5
23,female,53,7,5,7,1,7,2,6,1,7,1
31,male,55,6,2,6,1,6,5,6,3,6,1
97,female,44,2,3,5,2,5,6,2,3,6,1
47,male,29,6,6,5,2,7,4,3,5,7,2
20,male,51,7,1,7,1,7,1,7,1,7,1
31,male,40,4,5,6,3,7,5,6,2,5,5
31,male,37,1,5,5,3,7,7,2,5,5,3
105,male,16,1,7,5,2,6,5,2,5,7,4
35,male,67,4,2,7,2,6,5,6,1,5,2
35,male,43,1,2,5,3,5,6,6,5,5,7
42,female,44,2,5,6,5,6,7,3,4,5,2
22,female,43,5,4,6,2,7,4,6,3,5,2
55,female,42,4,6,5,4,5,6,6,2,5,5
31,male,35,3,5,6,4,7,5,5,4,6,2
46,male,36,3,5,6,2,7,6,4,2,5,3
43,male,44,4,6,2,3,5,4,3,2,3,2
62,female,29,2,6,2,6,5,2,3,5,3,3
47,male,59,5,7,6,4,6,3,5,4,5,3
36,male,53,6,6,6,3,7,1,6,7,6,1
39,female,19,4,5,7,3,5,6,4,2,4,4
39,male,29,2,1,5,5,6,7,3,6,5,4
129,female,20,2,5,4,5,5,3,2,5,4,5
54,male,47,2,5,4,5,4,4,4,6,3,2
38,male,64,1,5,6,5,6,6,3,3,5,5
44,male,42,2,4,2,6,6,4,5,6,2,2
25,male,38,1,3,3,6,6,7,6,2,3,3
155,male,23,2,2,6,3,2,7,4,3,6,6
20,female,61,6,5,6,3,6,1,6,2,3,1
23,male,37,5,6,2,4,6,2,6,6,4,2
50,female,29,5,1,6,6,3,3,7,3,2,2
75,male,17,2,6,7,1,3,6,3,6,5,6
132,male,26,6,5,2,2,6,1,6,5,7,5
22,female,47,7,1,6,1,6,1,7,1,7,1
52,female,51,2,1,5,1,7,6,7,4,7,1
21,female,33,6,1,6,1,7,2,7,3,6,1
54,male,32,7,7,3,5,4,2,5,5,2,4
56,male,18,4,5,6,2,6,5,7,4,6,1
42,male,31,1,2,7,3,6,7,7,5,3,2
43,female,47,2,5,7,4,6,7,7,1,7,2
35,male,29,3,1,6,2,6,7,6,4,7,5
77,male,45,5,5,5,4,7,3,5,3,5,2
30,female,51,5,4,6,1,7,5,6,5,6,2
39,female,42,5,4,6,1,7,4,7,3,6,2
26,female,45,2,3,6,4,7,6,7,4,7,2
35,male,22,2,5,5,7,6,7,6,1,3,5
24,female,49,5,3,3,2,6,3,6,5,5,2
37,female,36,1,5,5,2,6,7,5,4,6,5
21,female,52,2,3,7,6,7,5,7,2,5,2
51,female,33,6,3,7,6,7,5,7,2,5,7
82,male,17,3,2,6,2,6,5,6,4,5,2
30,male,27,6,6,3,5,7,1,5,5,6,3
136,male,65,6,5,6,2,6,2,6,2,6,2
44,male,38,2,2,6,1,4,5,5,3,6,6
105,male,17,5,5,5,5,6,3,6,4,6,2
31,male,71,5,3,7,2,7,6,6,4,7,2
46,male,37,2,5,2,4,4,5,4,5,5,2
40,male,37,2,5,5,5,4,3,2,5,3,1
52,male,24,5,6,2,7,7,5,6,6,2,1
37,male,68,2,1,7,2,6,6,5,2,6,5
98,female,20,5,4,4,2,5,7,7,3,7,2
34,male,26,5,3,4,5,6,3,6,5,3,2
27,female,15,1,6,7,6,5,6,4,2,1,1
24,male,33,2,2,6,6,6,7,6,5,6,3
55,female,32,5,5,3,5,6,3,3,5,4,1
64,male,35,5,5,3,2,5,6,5,5,6,2
33,female,27,3,5,5,5,7,5,6,6,6,1
45,male,49,4,4,4,4,4,4,4,4,4,4
71,male,31,3,4,5,4,5,6,6,5,6,5
55,male,26,2,6,5,6,5,6,6,4,4,2
99,female,57,1,2,7,2,7,6,6,1,4,1
20,male,41,4,4,3,5,6,5,6,6,4,1
43,male,44,7,3,6,1,7,2,6,5,5,1
30,male,38,4,4,7,6,7,5,1,7,4,7
28,male,25,2,3,5,1,6,5,5,5,7,3
42,female,47,5,2,5,2,6,3,6,1,7,2
33,male,68,2,1,6,6,4,7,6,4,5,5
52,male,41,6,5,2,6,6,1,6,4,1,6
48,male,51,2,6,5,5,6,6,3,6,3,3
28,female,54,3,1,3,1,7,4,5,7,6,2
46,female,14,4,5,2,4,6,4,5,5,1,1
29,female,54,4,1,6,5,6,6,7,4,7,1
28,male,62,4,1,6,3,5,6,7,1,5,5
26,female,62,2,5,6,4,4,3,7,1,6,2
76,male,25,5,4,6,5,7,6,7,4,6,2
22,male,57,5,6,6,1,7,4,6,3,4,2
97,male,23,6,6,6,6,6,6,6,6,7,6
43,male,33,4,3,5,6,5,6,4,3,3,4
106,female,58,5,1,6,1,5,5,6,2,6,5
26,male,50,4,4,5,2,7,6,6,6,7,1
34,male,31,2,3,7,1,7,6,3,3,6,2
106,male,22,6,5,6,2,5,5,5,2,7,2
71,male,22,3,3,5,5,4,3,5,6,6,5
49,male,45,2,5,5,2,6,3,5,5,5,3
39,female,63,2,2,4,6,5,7,7,7,4,3
48,male,20,5,6,6,2,6,6,5,5,7,2
56,female,18,2,2,2,2,7,6,5,4,6,2
37,female,26,2,3,4,5,6,7,5,6,5,3
23,male,34,5,6,3,2,5,5,4,6,7,2
20,male,36,2,5,4,3,6,5,5,4,6,1
29,female,24,2,7,6,5,5,5,4,3,6,4
37,female,46,3,5,4,5,7,3,6,5,5,3
20,male,65,1,6,6,7,2,7,5,7,1,5
28,male,27,2,6,5,3,7,5,3,5,5,2
27,male,23,2,4,6,2,7,7,7,1,6,2
38,male,72,2,7,3,6,6,5,5,3,4,3
20,female,31,2,3,5,1,7,7,6,6,6,6
39,female,44,5,7,4,4,6,5,5,4,6,2
58,male,52,3,5,6,5,7,7,5,5,6,2
52,female,21,6,7,7,5,7,3,4,2,1,1
31,male,65,7,6,7,1,7,1,7,5,3,2
22,female,50,2,1,5,2,6,6,6,2,6,4
42,male,21,2,7,4,3,6,6,3,6,6,4
21,male,16,2,6,6,1,6,7,5,2,6,2
21,male,45,4,5,3,2,6,4,6,3,4,1
29,male,44,6,5,6,5,7,7,7,3,5,1
35,female,32,7,5,5,3,6,2,4,5,5,5
38,male,39,5,2,5,5,5,3,7,3,6,2
33,male,70,3,1,6,4,5,7,6,2,4,2
75,male,33,1,5,7,2,5,7,2,2,7,3
64,female,30,5,3,5,5,5,2,7,2,5,2
69,male,64,3,6,6,5,5,4,6,2,5,3
30,male,54,2,6,4,4,7,6,4,6,2,2
43,female,43,6,6,4,3,6,3,7,5,5,1
27,female,55,6,5,6,5,7,4,7,6,3,1
33,female,27,4,7,5,3,6,5,6,3,6,3
26,female,27,6,7,6,5,6,4,7,1,6,2
22,male,33,7,5,7,5,7,3,7,4,5,2
26,male,28,7,5,6,5,7,3,7,2,6,1
25,female,28,3,2,6,6,3,5,7,2,2,4
20,female,36,3,3,6,3,6,6,6,2,7,2
49,male,29,3,2,6,7,7,7,5,5,7,3
24,female,40,2,3,6,5,6,7,6,5,6,2
40,male,41,2,1,5,3,6,7,4,5,3,1
131,male,23,5,5,7,1,5,6,5,2,7,3
61,male,27,6,5,5,1,6,4,5,3,7,3
20,male,31,6,6,6,3,7,6,2,1,6,2
35,male,34,3,7,6,6,7,5,7,5,6,2
30,female,44,2,6,6,2,7,5,5,5,6,2
38,male,34,6,4,6,2,7,2,6,2,4,2
37,male,64,1,1,2,6,6,7,7,6,3,2
101,male,29,5,3,5,3,5,3,5,2,5,3
20,female,44,3,2,7,2,7,2,7,2,6,5
35,male,52,2,6,7,4,6,6,6,4,6,1
34,female,37,4,5,7,2,4,3,5,1,7,4
22,male,18,4,3,5,4,6,4,6,6,5,1
35,male,20,2,3,6,3,5,7,7,4,6,4
20,female,31,6,4,3,5,6,2,6,7,4,3
154,male,23,1,4,5,4,2,6,4,3,6,7
25,female,39,2,5,6,4,7,6,5,3,3,1
40,female,38,2,7,7,2,5,5,3,2,6,1
51,male,47,6,6,6,6,7,2,6,5,2,1
40,female,47,3,5,7,5,6,6,6,4,6,2
20,male,41,7,1,7,1,7,7,7,1,7,1
23,female,41,3,5,6,3,6,6,5,3,6,4
35,female,52,6,1,5,6,7,5,7,2,4,2
35,female,53,6,2,6,5,6,4,6,5,6,2
20,male,28,1,5,2,6,7,3,7,6,5,3
28,female,50,3,2,5,3,7,5,5,2,5,1
20,female,32,5,5,7,5,6,3,4,2,3,2
27,male,26,5,6,6,5,6,1,6,5,6,5
48,female,30,3,6,3,6,4,7,5,3,4,5
50,male,41,4,5,2,4,6,5,5,7,3,1
44,male,39,1,5,5,5,2,7,6,3,5,1
53,male,47,6,6,6,6,6,2,3,5,3,1
37,male,18,6,5,6,5,7,5,6,5,6,7
33,female,32,7,5,6,5,5,3,6,5,3,1
34,female,70,6,5,5,5,6,3,6,5,4,2
28,male,20,1,7,6,6,5,6,7,5,3,1
30,male,56,5,6,3,2,6,5,4,5,5,2
22,male,51,6,5,5,2,6,2,6,2,7,2
37,male,45,6,4,2,1,6,2,2,5,6,1
36,male,42,6,3,6,2,7,5,6,5,6,1
56,female,35,3,1,6,5,7,5,7,1,5,3
54,male,63,5,5,6,1,6,5,2,5,6,2
42,female,54,4,3,6,4,6,5,6,3,5,3
54,male,30,5,5,6,1,5,5,7,5,7,4
37,female,39,5,3,6,5,5,6,7,6,6,2
41,female,64,6,4,5,5,5,3,6,6,6,3
26,female,32,6,5,6,2,6,2,4,1,6,1
22,female,35,2,2,2,5,5,7,4,2,6,2
51,female,61,3,2,5,3,6,4,5,3,4,2
63,male,31,6,5,7,2,6,3,7,2,7,4
33,male,54,6,3,7,1,6,4,6,1,6,1
93,male,25,6,7,7,6,7,7,4,6,6,6
59,male,48,6,7,3,5,7,3,6,6,2,3
76,female,39,6,5,5,1,7,1,7,5,7,2
108,male,21,2,2,6,2,6,7,6,2,7,6
70,female,26,6,4,3,3,6,2,5,3,5,1
33,male,40,4,6,7,2,7,6,5,5,6,3
20,female,23,2,6,5,6,6,6,6,2,2,1
24,female,32,4,2,6,3,7,5,7,1,6,2
27,male,25,5,5,6,2,6,4,6,6,6,2
43,male,22,1,7,4,5,4,6,6,6,5,5
40,female,25,4,7,5,5,5,6,5,6,4,3
29,female,25,5,5,6,5,7,2,5,2,3,2
33,female,45,4,2,6,2,6,5,7,1,6,1
23,female,26,7,2,6,2,7,4,6,2,6,2
46,male,52,5,0,6,2,7,5,6,2,6,1
38,female,41,6,3,7,2,6,1,6,2,7,4
28,male,60,4,4,6,2,7,1,7,3,6,1
56,female,56,6,2,5,2,6,4,5,6,7,1
66,female,20,5,5,7,6,5,1,4,1,6,3
52,male,67,3,5,6,2,7,3,6,4,4,2
26,female,35,1,5,6,5,6,6,6,2,6,3
26,male,51,1,5,6,1,7,7,6,7,7,2
129,male,14,7,2,1,1,7,2,2,7,4,5
57,male,19,2,6,4,2,6,6,5,5,6,1
61,male,32,2,5,7,1,6,7,3,2,7,3
56,male,29,5,1,4,1,7,5,5,1,5,1
46,female,22,2,6,5,6,6,5,6,4,2,6
62,male,34,7,5,5,7,6,6,7,5,5,3
98,female,32,1,2,5,6,7,6,7,5,6,1
40,male,33,7,2,6,1,7,1,6,2,6,1
36,male,55,7,6,7,1,7,1,7,2,7,2
25,male,39,5,7,3,6,7,6,6,5,2,2
42,female,31,5,5,5,2,6,3,4,2,4,5
24,male,64,5,5,5,2,6,6,6,5,5,2
116,male,26,2,5,7,5,5,6,2,1,5,4
33,male,24,2,7,5,4,5,6,3,6,4,5
28,female,35,1,1,1,7,4,7,7,7,1,7
23,female,42,3,3,6,5,6,7,6,1,6,2
49,male,17,1,5,7,4,5,6,5,1,4,5
33,female,48,2,3,5,6,6,5,6,5,3,2
36,female,36,3,5,6,5,6,5,6,5,5,2
30,female,66,2,1,6,5,6,7,6,2,6,1
60,male,43,1,6,7,5,6,7,6,3,4,1
125,male,17,6,5,0,6,0,3,5,7,3,6
41,male,25,6,4,6,5,7,5,5,4,5,2
37,female,54,2,6,6,6,6,4,4,4,4,1
34,female,28,3,5,5,5,6,5,6,5,4,2
92,male,45,6,3,7,3,6,3,5,1,7,3
49,female,25,6,1,7,5,7,6,7,1,6,2
20,male,55,1,6,6,3,5,3,3,2,4,5
31,male,34,5,3,2,5,5,5,7,5,4,3
92,male,22,7,5,3,3,5,1,5,5,5,2
42,male,21,3,5,4,5,6,6,5,3,5,2
44,male,28,3,5,7,3,6,5,3,1,6,5
26,female,29,7,5,6,6,7,1,5,5,4,3
42,male,16,6,2,5,3,5,1,6,5,7,7
41,female,42,2,5,6,7,7,7,6,5,2,1
42,female,18,6,6,5,3,6,1,5,5,1,3
45,male,18,6,6,5,5,7,2,7,6,3,1
59,female,26,1,2,7,5,5,7,3,2,3,3
39,female,32,3,3,6,4,6,6,5,2,4,5
49,male,25,5,6,2,3,6,4,6,5,6,4
47,male,27,4,5,3,4,7,4,3,5,3,1
35,female,45,5,3,5,5,6,3,6,4,5,2
48,female,33,6,6,5,3,6,5,5,5,6,6
39,male,17,5,2,6,1,7,2,3,3,6,1
85,male,17,1,6,6,2,3,6,5,2,7,4
53,male,20,1,5,7,4,4,7,4,1,2,1
24,female,33,3,5,7,5,6,6,7,1,3,1
26,female,30,3,4,3,5,6,7,5,4,3,4
63,female,17,5,7,3,7,6,6,6,1,1,2
40,male,56,3,5,5,6,6,4,7,7,2,2
84,male,23,1,7,6,1,7,6,5,5,6,3
103,male,25,6,3,6,5,7,4,3,3,5,2
57,female,41,7,1,7,2,7,7,6,1,7,6
80,female,21,5,5,6,4,4,3,4,3,5,4
46,male,55,6,2,6,1,7,5,6,4,7,2
74,male,22,3,4,6,3,5,5,5,2,7,2
29,male,50,3,6,6,2,3,5,6,4,7,4
38,male,38,6,6,5,3,4,2,7,5,6,6
31,male,54,2,5,7,6,6,6,6,1,6,6
92,female,66,1,5,5,4,5,6,5,5,3,2
66,male,47,1,5,5,3,5,5,4,5,5,2
103,male,47,1,4,6,5,5,6,4,4,7,1
79,female,47,5,5,4,4,5,3,5,4,3,3
64,male,58,7,2,7,1,6,1,6,4,6,2
49,female,56,6,5,6,4,4,1,6,1,6,1
60,female,21,6,6,5,3,6,3,5,5,6,3
43,male,60,3,6,5,2,6,7,5,6,6,1
40,female,37,3,3,3,2,7,6,6,3,7,3
101,male,37,6,5,7,6,6,4,6,1,7,4
35,male,32,3,3,2,1,5,2,3,3,6,1
35,female,35,2,6,6,6,6,4,3,5,3,5
31,female,19,6,2,1,7,7,6,7,7,5,1
30,male,27,4,5,7,5,5,6,3,2,7,3
33,male,27,2,5,3,5,5,7,5,5,5,3
33,female,28,3,4,6,5,7,6,7,4,3,1
37,female,16,7,3,5,1,7,2,6,5,6,1
46,male,26,5,7,7,1,3,5,3,5,7,2
32,male,23,6,7,3,5,4,1,6,5,4,1
101,female,68,2,2,5,3,6,6,6,2,6,2
120,male,45,6,5,6,2,7,2,7,5,5,2
29,female,19,6,7,3,4,7,5,3,7,3,1
35,female,34,6,5,6,6,6,3,6,3,3,5
28,female,46,3,1,6,2,7,6,7,2,7,1
137,female,63,5,1,1,5,3,7,6,7,7,4
108,male,41,6,5,3,7,3,1,6,1,2,2
42,male,31,2,5,4,5,5,6,3,5,6,5
65,male,33,1,7,6,6,6,7,1,5,7,1
43,male,16,6,5,6,5,7,5,7,5,6,2
42,female,60,2,2,6,2,6,6,6,2,6,2
29,male,48,3,5,6,7,5,6,7,2,3,2
32,male,45,4,7,4,4,6,2,4,6,4,1
33,male,45,3,2,7,1,7,1,7,3,7,2
79,female,26,6,5,5,2,6,6,7,5,7,5
48,male,38,3,3,5,5,6,6,6,2,4,3
20,male,52,4,4,2,6,4,2,6,1,3,1
29,female,50,7,2,7,2,7,2,7,2,7,1
34,male,38,2,7,6,6,5,6,3,5,2,5
29,male,61,2,6,7,2,7,7,5,5,7,1
36,male,20,2,4,3,5,5,6,4,5,6,5
88,male,61,5,5,3,2,7,6,6,6,7,1
44,male,35,3,5,5,5,6,5,7,6,5,7
23,male,55,2,1,6,1,4,7,6,5,7,6
171,female,18,6,7,4,7,7,4,1,5,5,1
49,male,41,2,5,6,3,5,7,6,2,6,6
26,male,18,2,5,3,6,6,7,7,5,3,5
29,female,38,3,5,6,5,7,5,6,3,6,2
28,female,30,6,6,5,3,7,5,6,5,6,1
55,male,50,1,5,6,1,6,6,3,1,7,2
40,female,25,3,6,6,5,5,6,5,3,2,2
95,female,21,3,3,7,5,6,5,3,1,2,2
33,female,15,5,5,5,5,7,1,3,5,3,1
34,male,52,3,2,7,2,7,6,6,1,6,2
24,female,18,2,6,6,6,5,6,6,1,6,7
28,male,49,7,6,7,5,7,1,7,3,1,1
31,female,47,2,4,4,4,5,5,2,4,4,2
25,male,81,6,2,6,1,7,4,5,1,7,1
25,male,47,2,2,6,2,6,6,5,3,6,2
45,male,49,1,5,6,6,6,4,3,6,6,1
20,female,66,1,1,7,6,6,4,7,1,4,1
29,male,28,7,5,3,2,7,2,7,6,6,1
61,male,57,7,3,7,2,6,2,6,1,7,2
24,female,34,3,3,5,4,6,5,4,3,3,1
25,female,29,6,6,7,2,6,3,6,2,5,5
33,male,22,5,5,5,1,7,6,6,3,7,2
30,female,69,4,3,5,5,7,3,6,2,3,1
28,male,35,6,5,5,3,6,2,6,5,5,1
25,male,62,6,2,1,1,7,2,7,7,7,1
45,female,47,4,6,6,3,7,6,6,2,4,1
168,male,34,5,5,7,2,2,6,1,2,7,3
32,male,58,3,1,7,3,5,6,7,1,4,4
37,male,59,2,1,2,2,7,7,6,6,7,1
29,male,40,2,5,7,1,7,5,2,5,7,1
37,male,57,5,3,4,0,6,5,5,5,4,2
55,male,57,1,4,5,3,7,7,6,5,6,5
65,female,62,5,5,5,5,6,3,6,5,3,2
20,female,32,6,5,6,3,7,3,7,5,5,1
47,female,22,6,7,2,6,6,4,7,5,3,3
39,male,21,3,5,3,2,6,5,3,5,6,4
52,male,53,1,3,7,2,7,7,2,1,6,1
35,male,45,2,6,3,5,3,5,3,5,6,2
47,male,48,2,6,7,1,7,4,4,3,6,2
55,male,18,6,6,6,2,7,5,2,5,5,1
37,female,46,6,2,2,3,7,5,4,5,5,4
20,male,62,6,4,2,5,7,5,7,6,3,1
24,male,42,5,3,5,4,5,3,7,3,6,2
33,male,60,6,5,6,2,3,1,7,5,6,1
57,female,48,4,5,5,5,7,6,5,5,5,2
42,female,33,2,6,5,7,5,5,6,5,2,5
60,female,46,3,3,4,5,5,4,4,2,3,1
62,female,22,1,6,2,5,4,7,2,3,7,1
20,male,25,5,6,4,5,7,4,5,5,4,1
68,male,32,5,3,7,3,5,3,5,1,7,1
39,male,21,3,4,3,6,7,6,4,6,2,1
161,male,20,6,6,6,2,7,6,7,5,7,2
44,female,33,5,2,5,2,6,6,6,2,6,3
44,male,48,5,5,7,2,7,5,5,2,5,2
29,female,36,2,3,5,7,6,6,6,5,2,2
105,male,53,5,5,2,2,7,6,7,2,6,6
50,female,31,7,6,6,7,7,1,6,3,5,2
45,female,15,4,4,5,6,6,6,2,6,1,2
29,female,42,1,6,6,6,7,7,6,3,5,2
75,male,65,5,2,7,4,2,7,7,1,5,4
109,male,37,4,6,7,5,6,5,6,1,7,2
24,male,23,1,7,6,7,4,7,2,5,7,7
24,male,25,4,4,2,3,5,7,6,7,3,3
145,male,23,2,1,5,5,4,7,7,2,6,2
47,male,59,1,2,6,2,6,1,3,5,6,2
50,male,41,5,5,2,2,6,4,6,5,4,2
20,male,42,3,5,5,5,6,4,4,5,2,1
37,female,57,6,1,6,4,7,6,7,5,6,2
96,male,46,1,3,6,5,0,7,3,7,6,2
94,male,23,2,2,5,2,6,7,5,6,7,6
51,male,21,4,4,5,5,6,5,5,5,4,3
61,female,22,2,4,6,5,6,6,5,6,3,3
22,male,33,2,2,4,7,6,7,6,4,6,1
26,female,53,3,1,3,1,6,6,3,5,7,2
40,female,45,2,1,5,5,6,7,6,5,4,2
41,female,18,2,2,4,6,6,6,5,3,4,5
73,female,31,6,3,6,5,6,3,5,1,5,2
20,male,70,7,2,7,2,7,2,6,1,6,1
45,male,48,2,5,3,3,5,6,5,4,5,2
28,male,16,5,7,7,3,7,7,7,1,7,1
47,male,68,2,3,6,2,6,4,6,5,5,2
28,female,54,0,0,0,0,0,7,0,0,0,0
41,female,50,6,1,7,1,6,7,7,2,7,6
40,female,62,6,5,7,2,6,6,7,1,6,1
65,male,16,5,5,6,1,7,5,7,3,7,1
20,female,66,4,2,7,1,6,3,7,1,7,1
31,female,33,6,1,7,1,7,3,7,1,7,2
31,female,62,3,1,6,1,4,6,5,2,7,5
20,female,43,6,1,7,1,7,3,7,3,7,1
28,male,61,3,4,5,1,7,7,5,5,6,1
35,female,13,6,7,2,1,6,2,1,5,6,1
26,female,39,6,2,5,5,7,1,7,2,6,1
33,male,30,6,5,5,4,7,2,5,4,3,2
99,male,26,2,6,5,5,7,7,6,1,5,2
33,male,35,4,2,1,5,4,7,3,2,5,2
88,male,15,6,2,5,5,6,2,7,2,5,1
150,male,57,2,2,6,2,5,7,4,4,7,2
128,male,73,6,2,7,6,2,3,2,3,6,7
57,male,21,1,3,5,7,6,7,6,7,2,2
54,male,69,1,5,5,6,5,7,6,6,3,3
72,male,49,4,2,7,1,6,5,6,1,7,4
57,male,62,6,2,0,5,6,3,5,2,6,3
26,male,24,2,5,6,6,5,7,5,3,6,6
53,male,19,4,4,4,3,6,4,5,4,4,3
46,male,21,2,6,6,5,5,6,4,5,5,1
23,male,45,5,6,6,6,6,6,5,6,3,2
46,female,44,4,5,7,5,7,1,7,6,7,1
62,male,20,4,3,7,2,6,7,5,5,7,6
105,male,57,5,2,7,1,6,3,2,1,6,2
41,male,25,1,7,6,5,7,7,6,3,6,2
34,male,36,2,5,7,3,5,5,3,3,7,5
28,female,69,6,2,6,3,6,7,7,3,6,2
26,female,36,3,4,7,7,7,6,6,1,2,2
20,male,18,3,5,2,2,5,5,5,5,6,4
25,male,30,3,6,2,5,5,5,5,6,3,1
65,male,19,1,7,6,2,6,7,2,2,6,7
51,male,40,3,2,5,2,7,5,6,5,5,2
85,male,64,1,2,6,4,5,6,7,2,7,4
72,male,18,5,2,6,1,4,5,3,2,7,2
70,male,22,3,5,3,1,7,5,2,6,7,2
20,male,18,3,7,4,5,5,3,4,5,3,3
20,female,42,7,2,6,2,7,2,7,2,6,2
37,male,18,4,7,3,5,6,4,3,5,4,2
23,female,47,6,5,5,5,7,4,5,5,5,1
84,male,18,5,6,4,2,7,5,3,5,3,1
51,male,35,3,5,6,5,6,7,5,3,4,3
41,male,17,6,5,3,1,6,1,6,6,7,6
71,male,47,7,2,7,1,6,6,7,6,7,2
42,male,23,2,6,5,6,3,7,6,5,5,5
33,male,22,6,5,6,5,5,6,3,5,3,6
115,female,23,2,7,2,3,7,1,5,3,3,1
46,male,19,2,6,5,6,6,7,6,5,5,2
41,male,24,3,5,5,2,7,5,5,1,4,1
42,female,50,1,7,2,7,5,2,3,5,1,1
137,male,19,2,6,6,6,3,7,4,2,5,6
29,female,20,4,4,6,6,6,6,6,2,2,4
31,female,19,6,1,5,5,7,5,7,3,5,3
39,male,24,5,5,7,1,6,4,5,1,7,3
21,male,18,1,3,2,5,1,6,4,6,3,5
29,male,52,2,5,5,5,6,6,6,5,3,2
44,male,20,1,3,2,5,4,7,2,6,1,4
74,male,27,2,7,5,5,5,6,5,3,3,6
28,male,25,1,5,2,6,4,6,4,6,4,4
23,male,27,6,6,4,3,7,1,7,2,5,1
48,male,17,3,3,2,5,6,6,3,5,6,3
54,female,56,4,5,6,6,7,7,7,1,6,1
119,female,28,7,4,4,1,7,7,6,1,7,1
31,male,39,2,2,3,3,5,6,6,6,5,3
37,female,24,2,2,5,5,6,7,6,3,6,2
40,male,29,2,4,5,3,6,5,5,4,6,2
27,male,27,2,6,4,1,7,6,3,5,6,3
110,male,21,2,3,7,1,5,7,6,2,7,5
30,male,23,2,6,6,2,5,7,2,2,6,4
23,male,45,5,4,6,3,6,5,5,2,5,2
49,male,24,2,5,7,5,6,7,7,5,3,1
25,male,25,5,7,4,3,3,2,3,6,5,3
77,male,23,7,6,3,3,5,1,7,2,5,3
42,male,33,2,3,4,3,6,6,4,5,7,4
87,male,16,3,4,5,5,3,6,5,7,5,3
59,male,49,6,1,6,1,6,1,6,1,4,5
40,male,47,5,5,7,5,6,5,6,1,6,3
20,female,59,1,1,7,7,7,6,6,1,6,1
68,male,16,1,5,7,1,4,4,2,1,5,3
89,male,25,1,5,3,4,6,7,6,6,6,6
26,male,30,5,5,5,2,6,6,6,6,6,3
69,female,66,3,1,6,5,7,6,7,2,3,3
120,male,48,3,6,5,4,7,6,5,3,6,2
37,male,59,5,2,7,1,6,7,6,3,7,2
40,male,16,3,6,3,2,5,2,2,5,6,6
42,male,22,2,6,6,2,5,5,4,2,6,5
43,male,29,5,5,2,3,6,5,4,7,6,2
69,female,20,2,6,5,5,5,6,6,1,3,5
83,male,30,2,7,3,2,6,5,3,3,5,2
40,male,26,2,6,5,6,5,7,6,5,5,4
38,male,25,6,5,6,2,6,6,6,2,7,2
30,female,27,6,3,5,4,7,2,7,5,2,1
26,male,15,1,5,4,7,6,7,2,4,2,7
63,male,28,2,6,5,2,7,7,6,5,6,2
56,male,58,4,1,6,2,4,5,4,3,6,3
39,male,24,5,7,7,3,6,5,6,6,5,1
32,female,52,3,1,5,5,5,5,7,6,6,7
26,female,34,2,6,5,6,6,7,6,1,7,2
38,female,62,2,1,6,3,6,7,6,1,7,5
28,male,31,6,7,5,1,6,3,3,7,7,1
37,male,46,5,5,5,2,6,2,6,5,6,3
41,male,28,6,6,5,1,7,4,7,6,7,5
50,male,45,5,5,5,1,5,3,5,3,7,3
31,female,20,1,1,1,5,5,7,6,4,5,5
28,female,30,7,2,2,7,7,1,7,6,2,1
40,male,57,5,5,3,3,6,6,6,3,5,2
36,male,17,2,5,5,6,4,7,6,4,3,4
28,female,29,5,4,6,2,6,5,5,1,6,1
156,male,31,1,5,6,6,2,7,4,4,7,5
48,male,16,7,2,5,5,7,1,5,5,2,5
30,male,47,6,5,6,3,6,3,5,2,7,2
26,female,59,4,2,6,4,7,3,7,2,5,1
34,male,27,7,6,4,3,6,4,4,3,5,1
27,female,21,5,3,2,7,7,5,7,6,1,1
90,female,65,3,6,7,2,7,1,5,1,7,1
57,male,13,2,5,3,2,6,7,6,2,5,3
20,female,23,5,2,6,7,7,6,7,3,4,1
27,male,70,6,2,7,2,6,4,6,3,5,3
43,male,21,3,2,5,5,6,6,6,3,5,5
54,female,30,2,1,5,1,7,6,6,4,7,1
75,male,50,3,5,5,2,5,5,3,1,5,3
73,male,47,2,3,5,3,6,7,7,3,5,3
50,female,41,5,2,6,1,6,6,6,6,6,5
28,female,38,1,5,7,2,4,7,2,1,7,3
32,male,67,4,6,6,2,7,6,6,2,7,2
51,male,34,6,5,7,2,6,4,4,2,6,1
91,female,25,7,4,6,4,4,2,5,1,7,5
20,male,53,2,3,4,2,6,5,5,2,6,3
22,female,30,2,5,6,2,7,6,6,2,5,3
25,male,24,1,5,5,5,7,6,5,4,6,2
41,male,46,2,5,3,4,5,1,6,5,6,2
40,female,18,6,5,6,7,6,7,5,4,3,3
40,female,38,6,6,6,5,6,3,5,5,3,2
47,female,41,1,3,2,4,6,7,7,5,5,6
